Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"NEILL, Mr Thomas",1870,,42,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-neill.html
"DECKER, Mr Charles",1865,1955,47,Male,Engineering Crew,,,,Belfast,Fireman,,,,"German, Irish",https://www.encyclopedia-titanica.org/titanic-biography/charles-decker.html
"DESLANDES, Mr Percival Stainer",1874,1912,38,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,212,English,https://www.encyclopedia-titanica.org/titanic-victim/percival-stainer-deslandes.html
"MCALLISTER, Mr Daniel",1883,1922,29,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-mcallistor.html
"PRENTICE, Mr Frank Winnold",1889,1982,23,Male,Victualling Crew,,,,Southampton,Storekeeper,SAVED,4,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-winnold-prentice.html
"THOMAS, Mr Albert Charles",1889,1973,23,Male,Victualling Crew,,,,Southampton,Saloon Steward,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/albert-charles-thomas.html
"HEAD, Mr Alfred",1888,1912,24,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/a-head.html
"CLARK, Mr William",1872,,40,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/william-clark.html
"BEUX, Mr David",1886,1912,25,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/david-beux.html
"YOUNG, Mr Francis James",1879,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/francis-james-young.html
"LONGMUIR, Mr John Dickson",1892,1912,19,Male,Victualling Crew,,,,Southampton,Assistant Pantry Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-dickson-longmuir.html
"REID, Mr James",1876,,36,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-reid.html
"KERNAGHAN, Mr David",1875,1913,36,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-kernaghan.html
"CLENCH, Mr George James",1881,1912,31,Male,Deck Crew,,,,Southampton,Able Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-clench.html
"EVANS, Mr Frank Oliver",1884,1952,27,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,10,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-oliver-evans.html
"HISCOCK, Mr Sydney George",1887,1912,25,Male,Victualling Crew,,,,Southampton,Plate Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/s-hiscock.html
"FLETCHER, Mr Robert",1872,1916,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-fletcher.html
"WITT, Mr Henry Dennis",1874,1912,37,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-dennis-witt.html
"CRISP, Mr Albert Hector",1872,1912,39,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-hector-crisp.html
"WALSH,  Kate",1869,1912,42,Female,Victualling Crew,,,,Southampton,Stewardess,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/kate-walsh.html
"PUGH, Mr Alfred",1891,1962,20,Male,Victualling Crew,,,,Southampton,3rd Class Steward,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-pugh.html
"MURPHY, Mr Thomas",1877,,35,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-murphy.html
"READ, Mr Joseph",1891,1912,20,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-read.html
"COE, Mr Harry",1890,1912,21,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-coe.html
"TOMS, Mr Fred",1882,1937,29,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/fred-toms.html
"BURGESS, Mr Charles",1893,1960,18,Male,Victualling Crew,,,,Southampton,Extra 3rd. Baker,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-burgess.html
"LATIMER, Mr Andrew",1857,1912,55,Male,Victualling Crew,,,,Belfast,Chief Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/andrew-latimer.html
"PROCTOR, Mr Charles",1866,1912,45,Male,Victualling Crew,,,,Belfast,Chef,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-proctor.html
"PERKIS, Mr Walter John",1874,1954,37,Male,Deck Crew,,,,Belfast,Quartermaster,SAVED,4,,English,https://www.encyclopedia-titanica.org/titanic-survivor/walter-john-perkis.html
"SNOOK, Mr William Henry",1886,1912,25,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-snooks.html
"TAYLOR, Mr J.",1870,1912,42,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-taylor.html
"MORGAN, Mr Arthur Herbert",1885,1912,27,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-herbert-morgan.html
"MAY, Mr Arthur William",1852,1912,59,Male,Engineering Crew,,,,Southampton,Fireman Messman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-william-may.html
"CORCORAN, Mr Dennis",1879,1912,33,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/denny-corcoran.html
"WALLACE, Mr Robert",1886,,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-wallace.html
"TOZER, Mr James",1880,1912,32,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-tozer.html
"COY, Mr Francis Ernest George",1885,1912,27,Male,Engineering Crew,,,,Belfast,Junior Assistant 3rd. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/francis-ernest-george-coy.html
"MASON, Mr J.",1873,1912,39,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-mason.html
"STEVENSON, Mr John",1863,,49,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-stevenson.html
"WHITE, Mr William George",1888,1927,23,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-george-white.html
"BUTTERWORTH, Mr John",1889,1912,23,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,116,English,https://www.encyclopedia-titanica.org/titanic-victim/john-butterworth.html
"MILLAR, Mr Robert",1885,1912,26,Male,Engineering Crew,,,,Belfast,Extra 5th Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/robert-millar.html
"PEARCE, Mr Alfred Ernest",1887,1912,24,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/alfred-emest-pearce.html
"RICALDONE, Sig. Rinaldo Renato",1889,1912,22,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/rinaldo-renato-ricaldone.html
"BARKER, Mr Reginald Lomond",1870,1912,42,Male,Victualling Crew,,,,Belfast,"Second Purser, 1st Class",LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/reginald-lomond-barker.html
"PELHAM, Mr George",1873,1939,39,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-pelham.html
"PUGH, Mr Arthur Percy",1881,1912,31,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/percy-pugh.html
"MATHIAS, Mr Montague Vincent",1883,1912,29,Male,Deck Crew,,,,Southampton,Mess Steward,LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/montague-vincent-mathias.html
"SIEBERT, Mr Sidney Conrad",1882,1912,29,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,4,,English,https://www.encyclopedia-titanica.org/titanic-victim/sidney-conrad-siebert.html
"MARSDEN, Miss Evelyn",1883,1938,28,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,16,,Australian,https://www.encyclopedia-titanica.org/titanic-survivor/evelyn-marsden.html
"POOK, Mr Percy Robert",1876,1912,36,Male,Victualling Crew,,,,Southampton,Assistant pantry steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/p-pook.html
"BARKER, Mr Ernest Thomas",1871,1912,40,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,159,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-barker.html
"VAN DER BRUGGE, Mr Wessel Adrianus",1873,1912,38,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Dutch,https://www.encyclopedia-titanica.org/titanic-victim/wessel-adrianus-van-der-brugge.html
"BARROWS, Mr Edward William Peter",1879,1912,32,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-barrows.html
"CRAWFORD, Mr Alfred George",1869,1938,43,Male,Victualling Crew,,,,Belfast,Bed Room Steward,SAVED,8,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-crawford.html
"GUY, Mr Elgar John",1882,1922,29,Male,Victualling Crew,,,,Southampton,Boots,SAVED,5,,English,https://www.encyclopedia-titanica.org/titanic-survivor/elgar-john-guy.html
"CATON, Miss Annie",1879,1947,33,Female,Victualling Crew,,,,Southampton,Turkish Bath Stewardess,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/annie-caton.html
"THOMPSON, Mr Herbert Henry",1887,1912,25,Male,Victualling Crew,,,,Belfast,2nd (Assistant) Storekeeper,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/herbert-henry-thompson.html
"DUFFY, Mr William Luke",1875,1912,36,Male,Engineering Crew,,,,Belfast,Writer / Engineer's Clerk,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/william-luke-duffy.html
"MECHAN, Mr William",1874,,38,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mechan.html
"MCILROY, Mr James",1866,,45,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-mcilroy.html
"PERRY, Mr Edgar Lionel",1892,1940,19,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edgar-lionel-perry.html
"LLOYD, Mr William",1883,1912,29,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-lloyd.html
"JEWELL, Mr Archie",1888,1917,23,Male,Deck Crew,,,,Belfast,Lookout,SAVED,7,,English,https://www.encyclopedia-titanica.org/titanic-survivor/archie-jewell.html
"MCANDREWS, Mr William",1889,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,,https://www.encyclopedia-titanica.org/titanic-victim/william-mcandrews.html
"WELSH, Mr Patrick",1862,,50,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-welsh.html
"LOWE, Mr Harold Godfrey",1882,1944,29,Male,Deck Crew Titanic Officers,,,,Belfast,5th. Officer,SAVED,14,,Welsh,https://www.encyclopedia-titanica.org/titanic-survivor/harold-godfrey-lowe.html
"FERRIS, Mr William",1873,1912,39,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-ferris.html
"HOLMAN, Mr Harry",1883,1912,29,Male,Deck Crew,,,,Belfast,Able Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-holman.html
"EDE, Mr George Bulkeley",1889,1912,23,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-ede.html
"ELLISON, Mr Joseph",1883,1945,29,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-ellison.html
"LIGHTOLLER, Mr Charles Herbert",1874,1952,38,Male,Deck Crew Titanic Officers,,,,Belfast,2nd. Officer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-herbert-lightoller.html
"GOLLOP, Mr Percival Salisbury",1882,1912,30,Male,Victualling Crew,,,,Southampton,Assistant Passage Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-gollop.html
"MCILROY, Mr William",1872,,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mcilroy.html
"MCMILLEN, Mr Thomas",1857,,55,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcmillen.html
"REVELL, Mr William James Francis",1880,1912,31,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-revell.html
"KNIGHT, Mr George",1865,1945,46,Male,Victualling Crew,,,,Southampton,Saloon Steward,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-knight.html
"KING, Mr Alfred John Moffett",1893,1912,18,Male,Victualling Crew,,,,Southampton,Lift Steward,LOST,,238,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-king.html
"BARTLEY, Mr Robert",1880,,32,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-bartley.html
"KITCHING, Mr Arthur Alfred",1881,1912,31,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-alfred-kitching.html
"LAKE, Mr William",1866,1912,46,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-lake.html
"TINSLEY, Mr Thomas",1864,,47,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-tinsley.html
"MCGIVERN, Mr Thomas",1869,,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcgivern.html
"KELLY, Mr William Patrick",1888,1912,23,Male,Engineering Crew,,,,Belfast,Assistant Electrician,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/william-kelly.html
"MASSEY, Mr James",1874,,37,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-massey.html
"ALLEN, Mr Henry",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,145,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-allen.html
"CRAIG, Mr John",1883,,29,Male,Engineering Crew,,,,Belfast,Fireman,,,,Scottish,https://www.encyclopedia-titanica.org/titanic-biography/john-craig.html
"WAREHAM, Mr Robert Arthur",1874,1912,37,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,246,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-arthur-wareham.html
"STEWART, Mr John",1883,1946,28,Male,Victualling Crew,,,,Belfast,Verandah Steward,SAVED,15,,Scottish,https://www.encyclopedia-titanica.org/titanic-survivor/john-stewart.html
"LOUGHRAN, Mr Joseph",1883,1950,29,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-loughran.html
"CREESE, Mr Henry Philip",1867,1912,45,Male,Engineering Crew,,,,Belfast,Deck Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-philip-creese.html
"BAXTER, Mr Thomas Ferguson",1856,1912,55,Male,Victualling Crew,,,,Southampton,Linen Steward (1st class),LOST,,235,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-ferguson-baxter.html
"SAUNDERS, Mr F.",1890,1912,22,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-saunders.html
"ENNES, Mr William",1884,,28,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-ennes.html
"BURROWS, Mr W.",1883,,29,Male,Engineering Crew Left with Consent,,,,Southampton,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/burrows.html
"REEVES, Mr Frederick Simms",1878,1912,34,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,280,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-simms-reeves.html
"VILLVARLANGE, Mr Pierre Léon Gabriel",1893,1912,19,Male,Restaurant Staff,,,,Southampton,Assistant Soup Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/pierre-leon-gabriel-villvarlange.html
"DEAN, Mr George Fox Hopkins",1892,1912,19,Male,Victualling Crew,,,,Southampton,Assistant Saloon Steward,LOST,,252,English,https://www.encyclopedia-titanica.org/titanic-victim/george-dean.html
"OWEN, Mr Lewis",1862,1912,49,Male,Victualling Crew,,,,Southampton,"Assistant Saloon Steward, 2nd Class",LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/lewis-owen.html
"MCANDREW, Mr Thomas Patrick",1874,1912,38,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-mcandrew.html
"PARSONS, Mr Frank Alfred",1885,1912,26,Male,Engineering Crew,,,,Belfast,Senior 5th. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-alfred-parsons.html
"MACINTOSH, Mr Joseph",1851,1938,60,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-macintosh.html
"HINE, Mr William Edward",1876,1912,36,Male,Victualling Crew,,,,Southampton,3rd Baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-hine.html
"STEEL, Mr Robert Edward",1882,1912,30,Male,Engineering Crew Substitute Crew,,,,Southampton,Trimmer,LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/robert-edward-steel.html
"MCKENNA, Mr Barney",1880,1922,32,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/barney-mckenna.html
"SCOVELL, Mr Robert",1857,1912,55,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-scovell.html
"CULLEN, Mr Patrick",1876,,36,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-cullen.html
"WELCH, Mr William Harold",1890,1912,21,Male,Victualling Crew,,,,Southampton,Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-welch.html
"WEBB, Mr Samuel Francis",1883,1912,28,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/s-webb.html
"GILL, Mr Joseph Stanley",1873,1912,38,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,49,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-stanley-gill.html
"ALLSOP, Mr Frank Richard",1868,1912,43,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-richard-allsop.html
"BULEY, Mr Edward John",1885,1917,26,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,10,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-john-buley.html
"AYLING, Mr Edwin George",1889,1912,23,Male,Victualling Crew,,,,Southampton,Assistant Vegetable Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-edwin-ayling.html
"CRABB, Mr Henry James",1889,1912,23,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-crabb.html
"KEMISH, Mr George",1889,1966,22,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-kemish.html
"AHIER, Mr Percy Snowden",1892,1912,20,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/percy-snowden-ahier.html
"JACKSON, Mr Cecil",1890,1912,22,Male,Victualling Crew,,,,Belfast,Assistant boots steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/cecil-jackson.html
"RICE, Mr John Reginald",1886,1912,25,Male,Victualling Crew,,,,Southampton,1st Class Clerk,LOST,,64,English,https://www.encyclopedia-titanica.org/titanic-victim/john-reginald-rice.html
"HENSFORD, Mr Herbert George Ernest",1885,1912,26,Male,Victualling Crew,,,,Southampton,Assistant Butcher,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/herbert-george-hensford.html
"CONNOR, Mr James",1866,,46,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-connor.html
"PORT, Mr Frank",1889,1943,22,Male,Victualling Crew,,,,Southampton,Steward,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-port.html
"NIVEN, Mr John Brown",1881,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/j-mcgregor.html
"CURRAN, Mr Thomas",1871,,41,Male,Engineering Crew,,,,Belfast,Greaser,,,,,https://www.encyclopedia-titanica.org/titanic-biography/thomas-curran.html
"PHILLIPS, Mr George",1885,1912,27,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-phillips.html
"ALLARIA, Sig. Battista Antonio",1889,1912,22,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,221,Italian,https://www.encyclopedia-titanica.org/titanic-victim/battista-antonio-allaria.html
"SCOTT, Mr Archibald",1870,1912,42,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/archibald-scott.html
"HEWITT, Mr Thomas",1875,1912,37,Male,Victualling Crew,,,,Belfast,Bed Room Steward (1st class),LOST,,168,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-hewett.html
"MCGONIGAL, Mr William",1857,,55,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/w-mcgonagal.html
"KING, Mr Thomas Walter",1869,1912,42,Male,Deck Crew,,,,Southampton,Master-at-arms,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-walter-king.html
"SACCAGGI, Mr Giovanni Giuseppe Emilio",1887,1912,24,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giovanni-giuseppe-emilio-saccaggi.html
"SMITH, Mr James Muil",1873,1912,39,Male,Engineering Crew,,,,Belfast,Junior 4th. Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/james-smith.html
"BLACK, Mr D.",1871,1912,41,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/d-black.html
"SHILLABEER, Mr Charles Frederick",1892,1912,19,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,195,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-frederick-shillabeer.html
"DOEL, Mr Frederick",1889,1940,22,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-doel.html
"MCGANN, Mr James",1882,1918,29,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-mcgann.html
"SMITH, Mr Walter",1868,1932,44,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/walter-smith.html
"WELLER, Mr William Clifford",1881,1954,30,Male,Deck Crew,,,,Belfast,Able-bodied Seaman,SAVED,7,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-clifford-weller.html
"WEIKMAN, Mr Augustus Henry",1860,1924,52,Male,Victualling Crew,,,,Southampton,Barber,SAVED,,,American,https://www.encyclopedia-titanica.org/titanic-survivor/augustus-henry-weikman.html
"MAJOR, Mr William James",1880,1960,32,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-james-major.html
"WRAPSON, Mr Frederick Bernard",1893,1912,18,Male,Victualling Crew,,,,Belfast,Assistant Pantryman Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-bernard-wrapson.html
"DUNFORD, Mr William",1864,1912,48,Male,Victualling Crew,,,,Southampton,Hospital Steward,LOST,,71,English,https://www.encyclopedia-titanica.org/titanic-victim/william-dunford.html
"WARD, Mr William John",1887,,25,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-ward-2.html
"SIMMONS, Mr Frederick Charles",1887,1912,24,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-simmons.html
"DE MARSICO, Sig. Govanni",1892,1912,20,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/govanni-de-marsico.html
"POND, Mr George",1879,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-pond.html
"ADAMS, Mr Robert John",1885,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/r-adams.html
"HOPKINS, Mr Frederick William",1897,1912,14,Male,Victualling Crew,,,,Southampton,Plate Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-hopkins.html
"COLGAN, Mr E. Joseph",1879,,33,Male,Victualling Crew,,,,Southampton,Scullion,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/e-joseph-colgan.html
"THOMAS, Mr John",1887,,25,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-thomas.html
"HILL, Mr Henry Parkinson",1875,1912,37,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-hill.html
